Date,IndividualLong,IndividualShort,EntityLong,EntityShort,Total,AllShorts,AllLong,AllIndividual,AllEntity,RatioIndividualPos,RatioEntityPos,RatioEntityShort,RatioEntityLong,RatioIndividualShort,RatioIndividualLong,Open,High,Low,Close,Adj Close,Volume
2012-10-15,-0.6955407700419707,-0.8155440583903424,-0.767387193162536,-0.7301135582646944,-0.7398191486442518,-0.7398191486442518,-0.7398191486442518,-0.7378637463863128,-0.7568495981488401,-0.6011403092593738,-0.39885969074062605,-0.22728463647070132,-0.4292966526893014,-0.7727153635292986,-0.5707033473106986,-0.9978901358367114,-0.9971187926492272,-0.9967236619892494,-0.9970385700349356,-0.9971939559436007,-0.8902161547212741
2012-10-16,-0.6781140282148257,-0.7312834596114394,-0.7691146302162551,-0.750542943844698,-0.733496603279511,-0.733496603279511,-0.733496603279511,-0.6884918128476654,-0.7677160984837268,-0.5382909796867078,-0.4617090203132922,-0.3252096098932917,-0.44591049602143695,-0.6747903901067085,-0.5540895039785629,-0.9965626057890619,-0.9954420488275758,-0.9954709615196652,-0.9953972955964663,-0.9956387948764212,-0.7332195676905574
2012-10-17,-0.6628906431980756,-0.6854522717799083,-0.7691258031780761,-0.7577762035167113,-0.7264625694338277,-0.7264625694338277,-0.7264625694338277,-0.6576983335293546,-0.771245219720951,-0.5029677799690329,-0.4970322200309671,-0.3752164400147174,-0.4587331513017759,-0.6247835599852828,-0.5412668486982241,-0.9960054903634163,-0.9955128979563682,-0.9954107447085018,-0.9959087167114933,-0.9961233827229727,-0.863481228668942
2012-10-18,-0.6553096558062317,-0.7958871752118939,-0.7633260644310703,-0.7119632680249955,-0.7171039478790587,-0.7171039478790587,-0.7171039478790587,-0.7015475511143443,-0.7458561473017351,-0.571745372423078,-0.42825462757692206,-0.24059942245090069,-0.4595756464027635,-0.7594005775490994,-0.5404243535972365,-0.9959106749164354,-0.9960206311529457,-0.995230065366317,-0.9962892925738953,-0.9964839737616941,-0.9232081911262798
2012-10-19,-0.6541333322039498,-0.8058831702751964,-0.7637380066756018,-0.7085914122884,-0.71697507634291,-0.71697507634291,-0.71697507634291,-0.7051804774495753,-0.7444321385135666,-0.5767680020321401,-0.42323199796785976,-0.22891616907257709,-0.4609207887885443,-0.7710838309274229,-0.5390792112114559,-0.9963848090462981,-0.9965756348882534,-0.996807988651834,-0.9978235273750732,-0.9979377088028871,-0.8612059158134243
2012-10-22,-0.7191593574372027,-0.7047250079690067,-0.7439108572527824,-0.7521976801970881,-0.7270691966648243,-0.7270691966648243,-0.7270691966648243,-0.7048407073606688,-0.755161903104056,-0.5670304805940887,-0.4329695194059114,-0.3528382941145832,-0.388143104582507,-0.6471617058854169,-0.6118568954174929,-0.9974515895028802,-0.9974848559278714,-0.9967477718406705,-0.9975143112708657,-0.9976447446143109,-0.8458475540386803
2012-10-23,-0.6603548240914462,-0.6732707255474094,-0.7376962615755528,-0.7262452816223818,-0.6935861175465211,-0.6935861175465211,-0.6935861175465211,-0.6505493675775119,-0.7392266525003972,-0.5260344414806559,-0.473965558519344,-0.368072432601445,-0.4326832378635391,-0.6319275673985552,-0.5673167621364608,-0.9977242016926249,-0.9973077331058906,-0.9974222984152629,-0.9972050666227547,-0.9973516949303487,-0.8663253697383391
2012-10-24,-0.6649383568315708,-0.7619743520584558,-0.7609836286962465,-0.7251895281093712,-0.7191972528312538,-0.7191972528312538,-0.7191972528312538,-0.6930881471059284,-0.7510567406988149,-0.5583676949258654,-0.4416323050741344,-0.28111154985755105,-0.449483887336133,-0.7188884501424488,-0.5505161126638671,-0.9972026740630111,-0.9973903998693655,-0.9970850206736195,-0.9980613837210865,-0.9981631031382421,-0.8742889647326507
2012-10-25,-0.6476810225439084,-0.7549861461883628,-0.765653926737432,-0.7239154339850069,-0.7159215637850403,-0.7159215637850403,-0.7159215637850403,-0.6781513312743846,-0.7529118147150836,-0.5412852171540827,-0.4587147828459173,-0.2875702064374878,-0.4679663652430386,-0.7124297935625123,-0.5320336347569615,-0.9979138610340658,-0.99759112962106,-0.996807988651834,-0.9975856710290599,-0.997712342965994,-0.9681456200227532
2012-10-26,-0.6248650033669748,-0.7521712478238481,-0.7680337676053088,-0.7160234517906044,-0.707762966534561,-0.707762966534561,-0.707762966534561,-0.6612564814048477,-0.7503292859381321,-0.5265253389491757,-0.47347466105082414,-0.28664313791845325,-0.48844492176897475,-0.7133568620815467,-0.5115550782310252,-0.997143389517104,-0.9969770943916424,-0.9964466299674641,-0.9968720734471167,-0.9970361884583907,-0.8754266211604096
2012-10-31,-0.6079856596517828,-0.6990265551823064,-0.7619755933935735,-0.7181899404717849,-0.6938404305779325,-0.6938404305779325,-0.6938404305779325,-0.6260793871360721,-0.7481731872793012,-0.4939293613757251,-0.506070638624275,-0.3393398702132294,-0.49573858704878515,-0.6606601297867706,-0.5042614129512148,-0.9967285399331484,-0.9968353961340577,-0.99637435823059,-0.9973953688259073,-0.9975320046989403,-0.8481228668941979
2012-11-01,-0.6272356501226087,-0.7215506461025427,-0.7552616149010392,-0.7132103999915412,-0.6959768560441241,-0.6959768560441241,-0.6959768560441241,-0.6492824897887473,-0.7421887452834537,-0.522101685293079,-0.477898314706921,-0.3152294941312859,-0.4745828353067583,-0.6847705058687141,-0.5254171646932417,-0.996953758623142,-0.9953239574997048,-0.9957721033928718,-0.995159439250453,-0.995413429039528,-0.8350398179749715
2012-11-02,-0.6193222004345303,-0.7275498778085641,-0.7519330438402733,-0.7036964589699398,-0.6889570323678258,-0.6889570323678258,-0.6889570323678258,-0.6465207688096867,-0.7357902334627645,-0.5251905701435495,-0.4748094298564505,-0.3047825237162245,-0.4776701836989062,-0.6952174762837755,-0.5223298163010939,-0.9949031505582816,-0.995099592478645,-0.9953625539143542,-0.9963844294035199,-0.9965741143967589,-0.9351535836177475
2012-11-06,-0.6810468962421172,-0.7132383591202217,-0.7451151082247086,-0.7317249436966704,-0.7106456708963971,-0.7106456708963971,-0.7106456708963971,-0.682488481939187,-0.7458283366418577,-0.5520983831059457,-0.4479016168940544,-0.3329435517816774,-0.42199559259616526,-0.6670564482183226,-0.5780044074038349,-0.9951402318469525,-0.9947689821040484,-0.994218261050081,-0.9949096800967729,-0.9951767778117132,-0.8071672354948806
2012-11-07,-0.5989604729858502,-0.7398556588120867,-0.7585338353717511,-0.6967333495458726,-0.6861919294077985,-0.6861919294077985,-0.6861919294077985,-0.6380243385736335,-0.7358976135106245,-0.5168542414357812,-0.48314575856421893,-0.2897054566766039,-0.4993203274103072,-0.7102945433233963,-0.5006796725896929,-0.9954958253324797,-0.995690020778349,-0.9962659506252791,-0.9971337068645604,-0.9972840965786656,-0.8094425483503982
2012-11-08,-0.6083498858616703,-0.6966235931638183,-0.747665943986542,-0.7035759222643984,-0.6795748905326952,-0.6795748905326952,-0.6795748905326952,-0.6252619061101987,-0.7334695883996587,-0.5068322617391811,-0.4931677382608189,-0.3339113172490777,-0.48215940996818923,-0.6660886827509225,-0.5178405900318107,-0.9970367114714457,-0.9968236068390266,-0.9967236619892494,-0.9978473044465036,-0.9979602510862688,-0.8447098976109215
2012-11-09,-0.6216176725945188,-0.6458884012129237,-0.7143253401316758,-0.6903248147012487,-0.6520845828482276,-0.6520845828482276,-0.6520845828482276,-0.6118264675091223,-0.7093417809071064,-0.515684579637794,-0.48431542036220593,-0.3726771299137117,-0.4434021571153093,-0.6273228700862884,-0.5565978428846906,-0.9978071829884076,-0.9971778524829884,-0.9967477718406705,-0.9977640704245457,-0.9978813673436637,-0.944254835039818
2012-11-12,-0.6497477945255954,-0.6342708154541516,-0.7232408778838993,-0.7178304450342049,-0.6740961352259319,-0.6740961352259319,-0.6740961352259319,-0.6259552403728178,-0.7274653184333432,-0.5129146420985115,-0.48708535790148844,-0.3987641609763455,-0.42904935003976075,-0.6012358390236547,-0.5709506499602393,-0.9975582675485385,-0.9977446455133273,-0.9972536739987884,-0.99783543018274,-0.9979489941938088,-0.9408418657565415
2012-11-13,-0.6155602942608961,-0.6252588905508014,-0.7078673681991274,-0.6869439715787137,-0.6427671217840917,-0.6427671217840917,-0.6427671217840917,-0.5985108196445191,-0.7042717431077846,-0.5079490737358412,-0.4920509262641587,-0.3886976120120931,-0.4426977074131069,-0.6113023879879071,-0.557302292586893,-0.9980797951781523,-0.9981461050167162,-0.9975668418890109,-0.998632261786641,-0.9987040324440168,-0.8805460750853242
2012-11-14,-0.6054985452127547,-0.5969529787738355,-0.7011310437829511,-0.6837434048447297,-0.6313156852829686,-0.6313156852829686,-0.6313156852829686,-0.5790401059385714,-0.6991419638909482,-0.4950299768422846,-0.5049700231577151,-0.4108339798727939,-0.4447220001861884,-0.5891660201272063,-0.5552779998138117,-0.998601322807766,-0.9984531368012508,-0.9986268369993943,-0.9995837442585008,-0.9996055812869751,-0.7849829351535836
2012-11-15,-0.6251159382848334,-0.6047290946391062,-0.7315200425932736,-0.724095710373558,-0.6710478088898819,-0.6710478088898819,-0.6710478088898819,-0.595945119870597,-0.7349056999749961,-0.47801634882616767,-0.5219836511738324,-0.42880845590557237,-0.4551327712278095,-0.5711915440944278,-0.5448672287721905,-0.9990517601877532,-0.9992324772179666,-0.999144765174528,-1.0,-1.0,-0.032423208191126277
2012-11-16,-0.5893476539173376,-0.6375777488986424,-0.7368296283630008,-0.7013909301415777,-0.6598501954143293,-0.6598501954143293,-0.6598501954143293,-0.5860082967790086,-0.7266611268518873,-0.47661042152343114,-0.5233895784765688,-0.3861789025658326,-0.48655975848990124,-0.6138210974341674,-0.5134402415100987,-1.0,-1.0,-1.0,-0.9999880971923331,-0.9999887146090781,-0.742320819112628
2012-11-19,-0.608536234155101,-0.6855961225674096,-0.7480254218886094,-0.7076265899743066,-0.6800237358829317,-0.6800237358829317,-0.6800237358829317,-0.6204920567851652,-0.735633154735679,-0.5003201127449532,-0.49967988725504675,-0.3462739359293564,-0.4823453488270241,-0.6537260640706435,-0.5176546511729758,-0.9991347130360572,-0.9988073824452124,-0.9989159239468902,-0.9990842259511407,-0.9991322788313454,-0.6820250284414107
2012-11-20,-0.5291529199507025,-0.77634798813231,-0.7335486638352114,-0.6228845279507703,-0.6286828838999761,-0.6286828838999761,-0.6286828838999761,-0.60636546193486,-0.6866827882658586,-0.5297573422582545,-0.4702426577417454,-0.22628574427508658,-0.5259222830670218,-0.7737142557249133,-0.4740777169329783,-0.9993599317260508,-0.9995394806628497,-0.99927728263126,-0.9998335034121809,-0.9998422325147901,-0.8253697383390216
